#result,duration(ms),initial_time,final_time
0,2349,Thu Sep 02 03:55:02 BRT 2021,Thu Sep 02 03:55:04 BRT 2021
0,3265,Thu Sep 02 03:55:04 BRT 2021,Thu Sep 02 03:55:08 BRT 2021
0,899,Thu Sep 02 03:55:08 BRT 2021,Thu Sep 02 03:55:09 BRT 2021
0,776,Thu Sep 02 03:55:09 BRT 2021,Thu Sep 02 03:55:09 BRT 2021
0,1137,Thu Sep 02 03:55:09 BRT 2021,Thu Sep 02 03:55:10 BRT 2021
0,664,Thu Sep 02 03:55:10 BRT 2021,Thu Sep 02 03:55:11 BRT 2021
0,1050,Thu Sep 02 03:55:11 BRT 2021,Thu Sep 02 03:55:12 BRT 2021
0,1261,Thu Sep 02 03:55:12 BRT 2021,Thu Sep 02 03:55:13 BRT 2021
0,736,Thu Sep 02 03:55:13 BRT 2021,Thu Sep 02 03:55:14 BRT 2021
0,664,Thu Sep 02 03:55:14 BRT 2021,Thu Sep 02 03:55:15 BRT 2021
0,1092,Thu Sep 02 03:55:15 BRT 2021,Thu Sep 02 03:55:16 BRT 2021
0,855,Thu Sep 02 03:55:16 BRT 2021,Thu Sep 02 03:55:17 BRT 2021
0,788,Thu Sep 02 03:55:17 BRT 2021,Thu Sep 02 03:55:18 BRT 2021
0,757,Thu Sep 02 03:55:18 BRT 2021,Thu Sep 02 03:55:18 BRT 2021
0,1406,Thu Sep 02 03:55:18 BRT 2021,Thu Sep 02 03:55:20 BRT 2021
0,982,Thu Sep 02 03:55:20 BRT 2021,Thu Sep 02 03:55:21 BRT 2021
0,582,Thu Sep 02 03:55:21 BRT 2021,Thu Sep 02 03:55:21 BRT 2021
0,670,Thu Sep 02 03:55:21 BRT 2021,Thu Sep 02 03:55:22 BRT 2021
0,1207,Thu Sep 02 03:55:22 BRT 2021,Thu Sep 02 03:55:23 BRT 2021
0,618,Thu Sep 02 03:55:23 BRT 2021,Thu Sep 02 03:55:24 BRT 2021
0,575,Thu Sep 02 03:55:24 BRT 2021,Thu Sep 02 03:55:24 BRT 2021
0,725,Thu Sep 02 03:55:24 BRT 2021,Thu Sep 02 03:55:25 BRT 2021
1,1201,Thu Sep 02 03:55:25 BRT 2021,Thu Sep 02 03:55:26 BRT 2021
0,761,Thu Sep 02 03:55:26 BRT 2021,Thu Sep 02 03:55:27 BRT 2021
0,666,Thu Sep 02 03:55:27 BRT 2021,Thu Sep 02 03:55:28 BRT 2021
0,653,Thu Sep 02 03:55:28 BRT 2021,Thu Sep 02 03:55:28 BRT 2021
0,849,Thu Sep 02 03:55:28 BRT 2021,Thu Sep 02 03:55:29 BRT 2021
0,591,Thu Sep 02 03:55:29 BRT 2021,Thu Sep 02 03:55:30 BRT 2021
0,561,Thu Sep 02 03:55:30 BRT 2021,Thu Sep 02 03:55:30 BRT 2021
0,618,Thu Sep 02 03:55:30 BRT 2021,Thu Sep 02 03:55:31 BRT 2021
0,1023,Thu Sep 02 03:55:31 BRT 2021,Thu Sep 02 03:55:32 BRT 2021
0,666,Thu Sep 02 03:55:32 BRT 2021,Thu Sep 02 03:55:33 BRT 2021
0,751,Thu Sep 02 03:55:33 BRT 2021,Thu Sep 02 03:55:33 BRT 2021
0,525,Thu Sep 02 03:55:33 BRT 2021,Thu Sep 02 03:55:34 BRT 2021
