#result,duration(ms),initial_time,final_time
0,2961,Thu Sep 02 08:39:53 BRT 2021,Thu Sep 02 08:39:56 BRT 2021
0,3332,Thu Sep 02 08:39:56 BRT 2021,Thu Sep 02 08:40:00 BRT 2021
0,3924,Thu Sep 02 08:40:00 BRT 2021,Thu Sep 02 08:40:04 BRT 2021
0,1786,Thu Sep 02 08:40:04 BRT 2021,Thu Sep 02 08:40:05 BRT 2021
0,3252,Thu Sep 02 08:40:05 BRT 2021,Thu Sep 02 08:40:09 BRT 2021
0,1457,Thu Sep 02 08:40:09 BRT 2021,Thu Sep 02 08:40:10 BRT 2021
0,2007,Thu Sep 02 08:40:10 BRT 2021,Thu Sep 02 08:40:12 BRT 2021
0,1270,Thu Sep 02 08:40:12 BRT 2021,Thu Sep 02 08:40:13 BRT 2021
0,1305,Thu Sep 02 08:40:13 BRT 2021,Thu Sep 02 08:40:15 BRT 2021
0,1449,Thu Sep 02 08:40:15 BRT 2021,Thu Sep 02 08:40:16 BRT 2021
0,1266,Thu Sep 02 08:40:16 BRT 2021,Thu Sep 02 08:40:17 BRT 2021
0,2326,Thu Sep 02 08:40:17 BRT 2021,Thu Sep 02 08:40:20 BRT 2021
0,1304,Thu Sep 02 08:40:20 BRT 2021,Thu Sep 02 08:40:21 BRT 2021
0,1192,Thu Sep 02 08:40:21 BRT 2021,Thu Sep 02 08:40:22 BRT 2021
0,1246,Thu Sep 02 08:40:22 BRT 2021,Thu Sep 02 08:40:24 BRT 2021
0,1543,Thu Sep 02 08:40:24 BRT 2021,Thu Sep 02 08:40:25 BRT 2021
0,2278,Thu Sep 02 08:40:25 BRT 2021,Thu Sep 02 08:40:27 BRT 2021
0,1403,Thu Sep 02 08:40:27 BRT 2021,Thu Sep 02 08:40:29 BRT 2021
0,1157,Thu Sep 02 08:40:29 BRT 2021,Thu Sep 02 08:40:30 BRT 2021
1,4361,Thu Sep 02 08:40:30 BRT 2021,Thu Sep 02 08:40:34 BRT 2021
0,2681,Thu Sep 02 08:40:34 BRT 2021,Thu Sep 02 08:40:37 BRT 2021
1,3072,Thu Sep 02 08:40:37 BRT 2021,Thu Sep 02 08:40:40 BRT 2021
0,1365,Thu Sep 02 08:40:40 BRT 2021,Thu Sep 02 08:40:41 BRT 2021
0,2507,Thu Sep 02 08:40:41 BRT 2021,Thu Sep 02 08:40:44 BRT 2021
0,1268,Thu Sep 02 08:40:44 BRT 2021,Thu Sep 02 08:40:45 BRT 2021
0,1328,Thu Sep 02 08:40:45 BRT 2021,Thu Sep 02 08:40:46 BRT 2021
0,1173,Thu Sep 02 08:40:46 BRT 2021,Thu Sep 02 08:40:48 BRT 2021
0,1260,Thu Sep 02 08:40:48 BRT 2021,Thu Sep 02 08:40:49 BRT 2021
0,1454,Thu Sep 02 08:40:49 BRT 2021,Thu Sep 02 08:40:50 BRT 2021
0,1719,Thu Sep 02 08:40:50 BRT 2021,Thu Sep 02 08:40:52 BRT 2021
0,2250,Thu Sep 02 08:40:52 BRT 2021,Thu Sep 02 08:40:54 BRT 2021
0,2814,Thu Sep 02 08:40:54 BRT 2021,Thu Sep 02 08:40:57 BRT 2021
0,1756,Thu Sep 02 08:40:57 BRT 2021,Thu Sep 02 08:40:59 BRT 2021
0,1515,Thu Sep 02 08:40:59 BRT 2021,Thu Sep 02 08:41:00 BRT 2021
0,1321,Thu Sep 02 08:41:00 BRT 2021,Thu Sep 02 08:41:02 BRT 2021
0,1406,Thu Sep 02 08:41:02 BRT 2021,Thu Sep 02 08:41:03 BRT 2021
0,4494,Thu Sep 02 08:41:03 BRT 2021,Thu Sep 02 08:41:08 BRT 2021
0,1829,Thu Sep 02 08:41:08 BRT 2021,Thu Sep 02 08:41:09 BRT 2021
0,4455,Thu Sep 02 08:41:09 BRT 2021,Thu Sep 02 08:41:14 BRT 2021
0,1272,Thu Sep 02 08:41:14 BRT 2021,Thu Sep 02 08:41:15 BRT 2021
0,2440,Thu Sep 02 08:41:15 BRT 2021,Thu Sep 02 08:41:18 BRT 2021
0,3240,Thu Sep 02 08:41:18 BRT 2021,Thu Sep 02 08:41:21 BRT 2021
0,1690,Thu Sep 02 08:41:21 BRT 2021,Thu Sep 02 08:41:23 BRT 2021
0,1983,Thu Sep 02 08:41:23 BRT 2021,Thu Sep 02 08:41:25 BRT 2021
0,1933,Thu Sep 02 08:41:25 BRT 2021,Thu Sep 02 08:41:27 BRT 2021
1,3134,Thu Sep 02 08:41:27 BRT 2021,Thu Sep 02 08:41:30 BRT 2021
1,2432,Thu Sep 02 08:41:30 BRT 2021,Thu Sep 02 08:41:32 BRT 2021
0,1285,Thu Sep 02 08:41:32 BRT 2021,Thu Sep 02 08:41:33 BRT 2021
0,2385,Thu Sep 02 08:41:33 BRT 2021,Thu Sep 02 08:41:36 BRT 2021
0,1684,Thu Sep 02 08:41:36 BRT 2021,Thu Sep 02 08:41:37 BRT 2021
1,2535,Thu Sep 02 08:41:37 BRT 2021,Thu Sep 02 08:41:40 BRT 2021
0,1774,Thu Sep 02 08:41:40 BRT 2021,Thu Sep 02 08:41:42 BRT 2021
0,2642,Thu Sep 02 08:41:42 BRT 2021,Thu Sep 02 08:41:44 BRT 2021
0,1373,Thu Sep 02 08:41:44 BRT 2021,Thu Sep 02 08:41:46 BRT 2021
0,1574,Thu Sep 02 08:41:46 BRT 2021,Thu Sep 02 08:41:47 BRT 2021
0,1250,Thu Sep 02 08:41:47 BRT 2021,Thu Sep 02 08:41:49 BRT 2021
0,2392,Thu Sep 02 08:41:49 BRT 2021,Thu Sep 02 08:41:51 BRT 2021
0,1548,Thu Sep 02 08:41:51 BRT 2021,Thu Sep 02 08:41:53 BRT 2021
0,1363,Thu Sep 02 08:41:53 BRT 2021,Thu Sep 02 08:41:54 BRT 2021
1,3807,Thu Sep 02 08:41:54 BRT 2021,Thu Sep 02 08:41:58 BRT 2021
0,2238,Thu Sep 02 08:41:58 BRT 2021,Thu Sep 02 08:42:00 BRT 2021
0,1632,Thu Sep 02 08:42:00 BRT 2021,Thu Sep 02 08:42:02 BRT 2021
0,1425,Thu Sep 02 08:42:02 BRT 2021,Thu Sep 02 08:42:03 BRT 2021
0,2399,Thu Sep 02 08:42:03 BRT 2021,Thu Sep 02 08:42:05 BRT 2021
0,1213,Thu Sep 02 08:42:05 BRT 2021,Thu Sep 02 08:42:07 BRT 2021
0,1962,Thu Sep 02 08:42:07 BRT 2021,Thu Sep 02 08:42:09 BRT 2021
0,2244,Thu Sep 02 08:42:09 BRT 2021,Thu Sep 02 08:42:11 BRT 2021
0,1224,Thu Sep 02 08:42:11 BRT 2021,Thu Sep 02 08:42:12 BRT 2021
0,2098,Thu Sep 02 08:42:12 BRT 2021,Thu Sep 02 08:42:14 BRT 2021
0,1259,Thu Sep 02 08:42:14 BRT 2021,Thu Sep 02 08:42:15 BRT 2021
1,3772,Thu Sep 02 08:42:15 BRT 2021,Thu Sep 02 08:42:19 BRT 2021
0,1487,Thu Sep 02 08:42:19 BRT 2021,Thu Sep 02 08:42:21 BRT 2021
0,1615,Thu Sep 02 08:42:21 BRT 2021,Thu Sep 02 08:42:22 BRT 2021
0,1191,Thu Sep 02 08:42:22 BRT 2021,Thu Sep 02 08:42:23 BRT 2021
0,1334,Thu Sep 02 08:42:23 BRT 2021,Thu Sep 02 08:42:25 BRT 2021
0,1260,Thu Sep 02 08:42:25 BRT 2021,Thu Sep 02 08:42:26 BRT 2021
0,2163,Thu Sep 02 08:42:26 BRT 2021,Thu Sep 02 08:42:28 BRT 2021
0,1322,Thu Sep 02 08:42:28 BRT 2021,Thu Sep 02 08:42:30 BRT 2021
0,1320,Thu Sep 02 08:42:30 BRT 2021,Thu Sep 02 08:42:31 BRT 2021
0,1138,Thu Sep 02 08:42:31 BRT 2021,Thu Sep 02 08:42:32 BRT 2021
0,1227,Thu Sep 02 08:42:32 BRT 2021,Thu Sep 02 08:42:33 BRT 2021
0,1350,Thu Sep 02 08:42:33 BRT 2021,Thu Sep 02 08:42:35 BRT 2021
0,1542,Thu Sep 02 08:42:35 BRT 2021,Thu Sep 02 08:42:36 BRT 2021
0,1161,Thu Sep 02 08:42:36 BRT 2021,Thu Sep 02 08:42:37 BRT 2021
1,2960,Thu Sep 02 08:42:37 BRT 2021,Thu Sep 02 08:42:40 BRT 2021
0,1198,Thu Sep 02 08:42:40 BRT 2021,Thu Sep 02 08:42:41 BRT 2021
1,2694,Thu Sep 02 08:42:41 BRT 2021,Thu Sep 02 08:42:44 BRT 2021
0,2653,Thu Sep 02 08:42:44 BRT 2021,Thu Sep 02 08:42:47 BRT 2021
0,1608,Thu Sep 02 08:42:47 BRT 2021,Thu Sep 02 08:42:48 BRT 2021
0,1276,Thu Sep 02 08:42:48 BRT 2021,Thu Sep 02 08:42:50 BRT 2021
0,2177,Thu Sep 02 08:42:50 BRT 2021,Thu Sep 02 08:42:52 BRT 2021
0,1376,Thu Sep 02 08:42:52 BRT 2021,Thu Sep 02 08:42:53 BRT 2021
0,1161,Thu Sep 02 08:42:53 BRT 2021,Thu Sep 02 08:42:54 BRT 2021
0,2413,Thu Sep 02 08:42:54 BRT 2021,Thu Sep 02 08:42:57 BRT 2021
0,1215,Thu Sep 02 08:42:57 BRT 2021,Thu Sep 02 08:42:58 BRT 2021
0,1885,Thu Sep 02 08:42:58 BRT 2021,Thu Sep 02 08:43:00 BRT 2021
0,2005,Thu Sep 02 08:43:00 BRT 2021,Thu Sep 02 08:43:02 BRT 2021
0,1294,Thu Sep 02 08:43:02 BRT 2021,Thu Sep 02 08:43:03 BRT 2021
0,2117,Thu Sep 02 08:43:03 BRT 2021,Thu Sep 02 08:43:05 BRT 2021
0,1286,Thu Sep 02 08:43:05 BRT 2021,Thu Sep 02 08:43:07 BRT 2021
0,1397,Thu Sep 02 08:43:07 BRT 2021,Thu Sep 02 08:43:08 BRT 2021
0,1657,Thu Sep 02 08:43:08 BRT 2021,Thu Sep 02 08:43:10 BRT 2021
0,1433,Thu Sep 02 08:43:10 BRT 2021,Thu Sep 02 08:43:11 BRT 2021
0,3546,Thu Sep 02 08:43:11 BRT 2021,Thu Sep 02 08:43:15 BRT 2021
0,1210,Thu Sep 02 08:43:15 BRT 2021,Thu Sep 02 08:43:16 BRT 2021
0,1889,Thu Sep 02 08:43:16 BRT 2021,Thu Sep 02 08:43:18 BRT 2021
0,1656,Thu Sep 02 08:43:18 BRT 2021,Thu Sep 02 08:43:19 BRT 2021
0,1136,Thu Sep 02 08:43:19 BRT 2021,Thu Sep 02 08:43:21 BRT 2021
0,1766,Thu Sep 02 08:43:21 BRT 2021,Thu Sep 02 08:43:22 BRT 2021
0,1999,Thu Sep 02 08:43:22 BRT 2021,Thu Sep 02 08:43:24 BRT 2021
