#result,duration(ms),initial_time,final_time
0,3417,Thu Sep 02 07:45:20 BRT 2021,Thu Sep 02 07:45:24 BRT 2021
0,2373,Thu Sep 02 07:45:24 BRT 2021,Thu Sep 02 07:45:26 BRT 2021
1,3497,Thu Sep 02 07:45:26 BRT 2021,Thu Sep 02 07:45:29 BRT 2021
0,1981,Thu Sep 02 07:45:29 BRT 2021,Thu Sep 02 07:45:31 BRT 2021
0,1457,Thu Sep 02 07:45:31 BRT 2021,Thu Sep 02 07:45:33 BRT 2021
0,780,Thu Sep 02 07:45:33 BRT 2021,Thu Sep 02 07:45:34 BRT 2021
0,955,Thu Sep 02 07:45:34 BRT 2021,Thu Sep 02 07:45:35 BRT 2021
0,1217,Thu Sep 02 07:45:35 BRT 2021,Thu Sep 02 07:45:36 BRT 2021
0,732,Thu Sep 02 07:45:36 BRT 2021,Thu Sep 02 07:45:37 BRT 2021
0,1023,Thu Sep 02 07:45:37 BRT 2021,Thu Sep 02 07:45:38 BRT 2021
0,696,Thu Sep 02 07:45:38 BRT 2021,Thu Sep 02 07:45:38 BRT 2021
0,923,Thu Sep 02 07:45:38 BRT 2021,Thu Sep 02 07:45:39 BRT 2021
0,554,Thu Sep 02 07:45:39 BRT 2021,Thu Sep 02 07:45:40 BRT 2021
0,759,Thu Sep 02 07:45:40 BRT 2021,Thu Sep 02 07:45:41 BRT 2021
0,464,Thu Sep 02 07:45:41 BRT 2021,Thu Sep 02 07:45:41 BRT 2021
0,1083,Thu Sep 02 07:45:41 BRT 2021,Thu Sep 02 07:45:42 BRT 2021
0,773,Thu Sep 02 07:45:42 BRT 2021,Thu Sep 02 07:45:43 BRT 2021
0,595,Thu Sep 02 07:45:43 BRT 2021,Thu Sep 02 07:45:43 BRT 2021
0,641,Thu Sep 02 07:45:43 BRT 2021,Thu Sep 02 07:45:44 BRT 2021
1,1037,Thu Sep 02 07:45:44 BRT 2021,Thu Sep 02 07:45:45 BRT 2021
0,529,Thu Sep 02 07:45:45 BRT 2021,Thu Sep 02 07:45:46 BRT 2021
0,466,Thu Sep 02 07:45:46 BRT 2021,Thu Sep 02 07:45:46 BRT 2021
0,1234,Thu Sep 02 07:45:46 BRT 2021,Thu Sep 02 07:45:47 BRT 2021
0,885,Thu Sep 02 07:45:47 BRT 2021,Thu Sep 02 07:45:48 BRT 2021
