#result,duration(ms),initial_time,final_time
0,2074,Thu Sep 02 00:37:19 BRT 2021,Thu Sep 02 00:37:21 BRT 2021
0,3685,Thu Sep 02 00:37:21 BRT 2021,Thu Sep 02 00:37:25 BRT 2021
0,1642,Thu Sep 02 00:37:25 BRT 2021,Thu Sep 02 00:37:26 BRT 2021
0,957,Thu Sep 02 00:37:26 BRT 2021,Thu Sep 02 00:37:27 BRT 2021
0,1196,Thu Sep 02 00:37:27 BRT 2021,Thu Sep 02 00:37:28 BRT 2021
0,1026,Thu Sep 02 00:37:28 BRT 2021,Thu Sep 02 00:37:29 BRT 2021
0,1383,Thu Sep 02 00:37:29 BRT 2021,Thu Sep 02 00:37:31 BRT 2021
0,809,Thu Sep 02 00:37:31 BRT 2021,Thu Sep 02 00:37:32 BRT 2021
0,1587,Thu Sep 02 00:37:32 BRT 2021,Thu Sep 02 00:37:33 BRT 2021
-1,1936,Thu Sep 02 00:37:33 BRT 2021,Thu Sep 02 00:37:35 BRT 2021
1,1037,Thu Sep 02 00:37:35 BRT 2021,Thu Sep 02 00:37:36 BRT 2021
0,504,Thu Sep 02 00:37:36 BRT 2021,Thu Sep 02 00:37:37 BRT 2021
1,1143,Thu Sep 02 00:37:37 BRT 2021,Thu Sep 02 00:37:38 BRT 2021
0,1523,Thu Sep 02 00:37:38 BRT 2021,Thu Sep 02 00:37:39 BRT 2021
0,550,Thu Sep 02 00:37:39 BRT 2021,Thu Sep 02 00:37:40 BRT 2021
0,1355,Thu Sep 02 00:37:40 BRT 2021,Thu Sep 02 00:37:41 BRT 2021
0,1117,Thu Sep 02 00:37:41 BRT 2021,Thu Sep 02 00:37:42 BRT 2021
0,1367,Thu Sep 02 00:37:42 BRT 2021,Thu Sep 02 00:37:44 BRT 2021
0,497,Thu Sep 02 00:37:44 BRT 2021,Thu Sep 02 00:37:44 BRT 2021
0,530,Thu Sep 02 00:37:44 BRT 2021,Thu Sep 02 00:37:45 BRT 2021
0,871,Thu Sep 02 00:37:45 BRT 2021,Thu Sep 02 00:37:46 BRT 2021
0,1288,Thu Sep 02 00:37:46 BRT 2021,Thu Sep 02 00:37:47 BRT 2021
1,807,Thu Sep 02 00:37:47 BRT 2021,Thu Sep 02 00:37:48 BRT 2021
0,747,Thu Sep 02 00:37:48 BRT 2021,Thu Sep 02 00:37:48 BRT 2021
1,822,Thu Sep 02 00:37:48 BRT 2021,Thu Sep 02 00:37:49 BRT 2021
0,571,Thu Sep 02 00:37:49 BRT 2021,Thu Sep 02 00:37:50 BRT 2021
0,704,Thu Sep 02 00:37:50 BRT 2021,Thu Sep 02 00:37:50 BRT 2021
0,1069,Thu Sep 02 00:37:50 BRT 2021,Thu Sep 02 00:37:52 BRT 2021
0,692,Thu Sep 02 00:37:52 BRT 2021,Thu Sep 02 00:37:52 BRT 2021
0,516,Thu Sep 02 00:37:52 BRT 2021,Thu Sep 02 00:37:53 BRT 2021
0,982,Thu Sep 02 00:37:53 BRT 2021,Thu Sep 02 00:37:54 BRT 2021
0,1055,Thu Sep 02 00:37:54 BRT 2021,Thu Sep 02 00:37:55 BRT 2021
0,691,Thu Sep 02 00:37:55 BRT 2021,Thu Sep 02 00:37:55 BRT 2021
0,1007,Thu Sep 02 00:37:55 BRT 2021,Thu Sep 02 00:37:56 BRT 2021
1,953,Thu Sep 02 00:37:56 BRT 2021,Thu Sep 02 00:37:57 BRT 2021
1,819,Thu Sep 02 00:37:57 BRT 2021,Thu Sep 02 00:37:58 BRT 2021
0,1502,Thu Sep 02 00:37:58 BRT 2021,Thu Sep 02 00:38:00 BRT 2021
0,1055,Thu Sep 02 00:38:00 BRT 2021,Thu Sep 02 00:38:01 BRT 2021
0,583,Thu Sep 02 00:38:01 BRT 2021,Thu Sep 02 00:38:01 BRT 2021
1,1072,Thu Sep 02 00:38:01 BRT 2021,Thu Sep 02 00:38:02 BRT 2021
0,1726,Thu Sep 02 00:38:02 BRT 2021,Thu Sep 02 00:38:04 BRT 2021
0,436,Thu Sep 02 00:38:04 BRT 2021,Thu Sep 02 00:38:05 BRT 2021
0,766,Thu Sep 02 00:38:05 BRT 2021,Thu Sep 02 00:38:05 BRT 2021
1,954,Thu Sep 02 00:38:05 BRT 2021,Thu Sep 02 00:38:06 BRT 2021
0,1110,Thu Sep 02 00:38:06 BRT 2021,Thu Sep 02 00:38:07 BRT 2021
0,1248,Thu Sep 02 00:38:07 BRT 2021,Thu Sep 02 00:38:09 BRT 2021
0,608,Thu Sep 02 00:38:09 BRT 2021,Thu Sep 02 00:38:09 BRT 2021
1,729,Thu Sep 02 00:38:09 BRT 2021,Thu Sep 02 00:38:10 BRT 2021
1,944,Thu Sep 02 00:38:10 BRT 2021,Thu Sep 02 00:38:11 BRT 2021
1,1074,Thu Sep 02 00:38:11 BRT 2021,Thu Sep 02 00:38:12 BRT 2021
0,1208,Thu Sep 02 00:38:12 BRT 2021,Thu Sep 02 00:38:13 BRT 2021
1,988,Thu Sep 02 00:38:13 BRT 2021,Thu Sep 02 00:38:14 BRT 2021
0,735,Thu Sep 02 00:38:14 BRT 2021,Thu Sep 02 00:38:15 BRT 2021
0,498,Thu Sep 02 00:38:15 BRT 2021,Thu Sep 02 00:38:16 BRT 2021
0,635,Thu Sep 02 00:38:16 BRT 2021,Thu Sep 02 00:38:16 BRT 2021
0,1006,Thu Sep 02 00:38:16 BRT 2021,Thu Sep 02 00:38:17 BRT 2021
1,850,Thu Sep 02 00:38:17 BRT 2021,Thu Sep 02 00:38:18 BRT 2021
0,1135,Thu Sep 02 00:38:18 BRT 2021,Thu Sep 02 00:38:19 BRT 2021
0,618,Thu Sep 02 00:38:19 BRT 2021,Thu Sep 02 00:38:20 BRT 2021
1,684,Thu Sep 02 00:38:20 BRT 2021,Thu Sep 02 00:38:20 BRT 2021
0,499,Thu Sep 02 00:38:20 BRT 2021,Thu Sep 02 00:38:21 BRT 2021
0,828,Thu Sep 02 00:38:21 BRT 2021,Thu Sep 02 00:38:22 BRT 2021
0,646,Thu Sep 02 00:38:22 BRT 2021,Thu Sep 02 00:38:22 BRT 2021
0,712,Thu Sep 02 00:38:22 BRT 2021,Thu Sep 02 00:38:23 BRT 2021
0,506,Thu Sep 02 00:38:23 BRT 2021,Thu Sep 02 00:38:24 BRT 2021
0,1008,Thu Sep 02 00:38:24 BRT 2021,Thu Sep 02 00:38:25 BRT 2021
0,590,Thu Sep 02 00:38:25 BRT 2021,Thu Sep 02 00:38:25 BRT 2021
0,1071,Thu Sep 02 00:38:25 BRT 2021,Thu Sep 02 00:38:26 BRT 2021
1,1266,Thu Sep 02 00:38:26 BRT 2021,Thu Sep 02 00:38:28 BRT 2021
0,791,Thu Sep 02 00:38:28 BRT 2021,Thu Sep 02 00:38:28 BRT 2021
0,713,Thu Sep 02 00:38:28 BRT 2021,Thu Sep 02 00:38:29 BRT 2021
0,923,Thu Sep 02 00:38:29 BRT 2021,Thu Sep 02 00:38:30 BRT 2021
0,762,Thu Sep 02 00:38:30 BRT 2021,Thu Sep 02 00:38:31 BRT 2021
0,487,Thu Sep 02 00:38:31 BRT 2021,Thu Sep 02 00:38:31 BRT 2021
0,1014,Thu Sep 02 00:38:31 BRT 2021,Thu Sep 02 00:38:32 BRT 2021
0,1090,Thu Sep 02 00:38:32 BRT 2021,Thu Sep 02 00:38:33 BRT 2021
1,766,Thu Sep 02 00:38:33 BRT 2021,Thu Sep 02 00:38:34 BRT 2021
1,1076,Thu Sep 02 00:38:34 BRT 2021,Thu Sep 02 00:38:35 BRT 2021
1,1381,Thu Sep 02 00:38:35 BRT 2021,Thu Sep 02 00:38:37 BRT 2021
0,1427,Thu Sep 02 00:38:37 BRT 2021,Thu Sep 02 00:38:38 BRT 2021
