#result,duration(ms),initial_time,final_time
0,5107,Thu Sep 02 08:39:53 BRT 2021,Thu Sep 02 08:39:59 BRT 2021
0,2760,Thu Sep 02 08:39:59 BRT 2021,Thu Sep 02 08:40:01 BRT 2021
0,1742,Thu Sep 02 08:40:01 BRT 2021,Thu Sep 02 08:40:03 BRT 2021
0,1428,Thu Sep 02 08:40:03 BRT 2021,Thu Sep 02 08:40:04 BRT 2021
0,1599,Thu Sep 02 08:40:04 BRT 2021,Thu Sep 02 08:40:06 BRT 2021
0,2878,Thu Sep 02 08:40:06 BRT 2021,Thu Sep 02 08:40:09 BRT 2021
0,1287,Thu Sep 02 08:40:09 BRT 2021,Thu Sep 02 08:40:10 BRT 2021
0,1338,Thu Sep 02 08:40:10 BRT 2021,Thu Sep 02 08:40:12 BRT 2021
0,3136,Thu Sep 02 08:40:12 BRT 2021,Thu Sep 02 08:40:15 BRT 2021
0,1842,Thu Sep 02 08:40:15 BRT 2021,Thu Sep 02 08:40:17 BRT 2021
0,1151,Thu Sep 02 08:40:17 BRT 2021,Thu Sep 02 08:40:18 BRT 2021
1,3431,Thu Sep 02 08:40:18 BRT 2021,Thu Sep 02 08:40:21 BRT 2021
0,1275,Thu Sep 02 08:40:21 BRT 2021,Thu Sep 02 08:40:22 BRT 2021
0,1691,Thu Sep 02 08:40:22 BRT 2021,Thu Sep 02 08:40:24 BRT 2021
0,2857,Thu Sep 02 08:40:24 BRT 2021,Thu Sep 02 08:40:27 BRT 2021
0,1556,Thu Sep 02 08:40:27 BRT 2021,Thu Sep 02 08:40:29 BRT 2021
1,2593,Thu Sep 02 08:40:29 BRT 2021,Thu Sep 02 08:40:31 BRT 2021
0,1493,Thu Sep 02 08:40:31 BRT 2021,Thu Sep 02 08:40:33 BRT 2021
0,1373,Thu Sep 02 08:40:33 BRT 2021,Thu Sep 02 08:40:34 BRT 2021
1,2634,Thu Sep 02 08:40:34 BRT 2021,Thu Sep 02 08:40:37 BRT 2021
0,1296,Thu Sep 02 08:40:37 BRT 2021,Thu Sep 02 08:40:38 BRT 2021
0,1955,Thu Sep 02 08:40:38 BRT 2021,Thu Sep 02 08:40:40 BRT 2021
0,1602,Thu Sep 02 08:40:40 BRT 2021,Thu Sep 02 08:40:41 BRT 2021
0,2345,Thu Sep 02 08:40:41 BRT 2021,Thu Sep 02 08:40:44 BRT 2021
0,2056,Thu Sep 02 08:40:44 BRT 2021,Thu Sep 02 08:40:46 BRT 2021
0,1362,Thu Sep 02 08:40:46 BRT 2021,Thu Sep 02 08:40:47 BRT 2021
0,1388,Thu Sep 02 08:40:47 BRT 2021,Thu Sep 02 08:40:49 BRT 2021
0,1537,Thu Sep 02 08:40:49 BRT 2021,Thu Sep 02 08:40:50 BRT 2021
0,1389,Thu Sep 02 08:40:50 BRT 2021,Thu Sep 02 08:40:52 BRT 2021
0,1224,Thu Sep 02 08:40:52 BRT 2021,Thu Sep 02 08:40:53 BRT 2021
0,2248,Thu Sep 02 08:40:53 BRT 2021,Thu Sep 02 08:40:55 BRT 2021
0,1288,Thu Sep 02 08:40:55 BRT 2021,Thu Sep 02 08:40:56 BRT 2021
0,1255,Thu Sep 02 08:40:56 BRT 2021,Thu Sep 02 08:40:58 BRT 2021
0,2727,Thu Sep 02 08:40:58 BRT 2021,Thu Sep 02 08:41:00 BRT 2021
0,2106,Thu Sep 02 08:41:00 BRT 2021,Thu Sep 02 08:41:02 BRT 2021
0,1649,Thu Sep 02 08:41:02 BRT 2021,Thu Sep 02 08:41:04 BRT 2021
0,1198,Thu Sep 02 08:41:04 BRT 2021,Thu Sep 02 08:41:05 BRT 2021
0,1212,Thu Sep 02 08:41:05 BRT 2021,Thu Sep 02 08:41:06 BRT 2021
0,1941,Thu Sep 02 08:41:06 BRT 2021,Thu Sep 02 08:41:08 BRT 2021
0,1220,Thu Sep 02 08:41:08 BRT 2021,Thu Sep 02 08:41:10 BRT 2021
0,1455,Thu Sep 02 08:41:10 BRT 2021,Thu Sep 02 08:41:11 BRT 2021
0,4991,Thu Sep 02 08:41:11 BRT 2021,Thu Sep 02 08:41:16 BRT 2021
0,1522,Thu Sep 02 08:41:16 BRT 2021,Thu Sep 02 08:41:18 BRT 2021
0,1212,Thu Sep 02 08:41:18 BRT 2021,Thu Sep 02 08:41:19 BRT 2021
0,1327,Thu Sep 02 08:41:19 BRT 2021,Thu Sep 02 08:41:20 BRT 2021
0,1636,Thu Sep 02 08:41:20 BRT 2021,Thu Sep 02 08:41:22 BRT 2021
0,2076,Thu Sep 02 08:41:22 BRT 2021,Thu Sep 02 08:41:24 BRT 2021
0,1546,Thu Sep 02 08:41:24 BRT 2021,Thu Sep 02 08:41:25 BRT 2021
0,1664,Thu Sep 02 08:41:25 BRT 2021,Thu Sep 02 08:41:27 BRT 2021
0,1312,Thu Sep 02 08:41:27 BRT 2021,Thu Sep 02 08:41:28 BRT 2021
1,2643,Thu Sep 02 08:41:28 BRT 2021,Thu Sep 02 08:41:31 BRT 2021
0,1719,Thu Sep 02 08:41:31 BRT 2021,Thu Sep 02 08:41:33 BRT 2021
0,2591,Thu Sep 02 08:41:33 BRT 2021,Thu Sep 02 08:41:35 BRT 2021
0,2026,Thu Sep 02 08:41:35 BRT 2021,Thu Sep 02 08:41:37 BRT 2021
