#result,duration(ms),initial_time,final_time
1,3423,Thu Sep 02 00:37:19 BRT 2021,Thu Sep 02 00:37:22 BRT 2021
0,2012,Thu Sep 02 00:37:22 BRT 2021,Thu Sep 02 00:37:24 BRT 2021
0,1936,Thu Sep 02 00:37:24 BRT 2021,Thu Sep 02 00:37:26 BRT 2021
0,926,Thu Sep 02 00:37:26 BRT 2021,Thu Sep 02 00:37:27 BRT 2021
0,974,Thu Sep 02 00:37:27 BRT 2021,Thu Sep 02 00:37:28 BRT 2021
0,743,Thu Sep 02 00:37:28 BRT 2021,Thu Sep 02 00:37:29 BRT 2021
0,790,Thu Sep 02 00:37:29 BRT 2021,Thu Sep 02 00:37:30 BRT 2021
0,723,Thu Sep 02 00:37:30 BRT 2021,Thu Sep 02 00:37:30 BRT 2021
0,1245,Thu Sep 02 00:37:30 BRT 2021,Thu Sep 02 00:37:32 BRT 2021
0,852,Thu Sep 02 00:37:32 BRT 2021,Thu Sep 02 00:37:32 BRT 2021
0,556,Thu Sep 02 00:37:32 BRT 2021,Thu Sep 02 00:37:33 BRT 2021
0,1075,Thu Sep 02 00:37:33 BRT 2021,Thu Sep 02 00:37:34 BRT 2021
1,1088,Thu Sep 02 00:37:34 BRT 2021,Thu Sep 02 00:37:35 BRT 2021
1,1005,Thu Sep 02 00:37:35 BRT 2021,Thu Sep 02 00:37:36 BRT 2021
0,682,Thu Sep 02 00:37:36 BRT 2021,Thu Sep 02 00:37:37 BRT 2021
1,694,Thu Sep 02 00:37:37 BRT 2021,Thu Sep 02 00:37:38 BRT 2021
1,1761,Thu Sep 02 00:37:38 BRT 2021,Thu Sep 02 00:37:39 BRT 2021
0,828,Thu Sep 02 00:37:39 BRT 2021,Thu Sep 02 00:37:40 BRT 2021
0,1332,Thu Sep 02 00:37:40 BRT 2021,Thu Sep 02 00:37:41 BRT 2021
0,1362,Thu Sep 02 00:37:41 BRT 2021,Thu Sep 02 00:37:43 BRT 2021
1,1087,Thu Sep 02 00:37:43 BRT 2021,Thu Sep 02 00:37:44 BRT 2021
0,572,Thu Sep 02 00:37:44 BRT 2021,Thu Sep 02 00:37:45 BRT 2021
1,951,Thu Sep 02 00:37:45 BRT 2021,Thu Sep 02 00:37:45 BRT 2021
1,1217,Thu Sep 02 00:37:45 BRT 2021,Thu Sep 02 00:37:47 BRT 2021
1,886,Thu Sep 02 00:37:47 BRT 2021,Thu Sep 02 00:37:48 BRT 2021
0,954,Thu Sep 02 00:37:48 BRT 2021,Thu Sep 02 00:37:49 BRT 2021
0,1045,Thu Sep 02 00:37:49 BRT 2021,Thu Sep 02 00:37:50 BRT 2021
0,1460,Thu Sep 02 00:37:50 BRT 2021,Thu Sep 02 00:37:51 BRT 2021
0,690,Thu Sep 02 00:37:51 BRT 2021,Thu Sep 02 00:37:52 BRT 2021
1,926,Thu Sep 02 00:37:52 BRT 2021,Thu Sep 02 00:37:53 BRT 2021
1,740,Thu Sep 02 00:37:53 BRT 2021,Thu Sep 02 00:37:53 BRT 2021
0,1607,Thu Sep 02 00:37:53 BRT 2021,Thu Sep 02 00:37:55 BRT 2021
0,1121,Thu Sep 02 00:37:55 BRT 2021,Thu Sep 02 00:37:56 BRT 2021
0,1240,Thu Sep 02 00:37:56 BRT 2021,Thu Sep 02 00:37:57 BRT 2021
1,1195,Thu Sep 02 00:37:57 BRT 2021,Thu Sep 02 00:37:59 BRT 2021
0,783,Thu Sep 02 00:37:59 BRT 2021,Thu Sep 02 00:37:59 BRT 2021
0,512,Thu Sep 02 00:37:59 BRT 2021,Thu Sep 02 00:38:00 BRT 2021
1,1884,Thu Sep 02 00:38:00 BRT 2021,Thu Sep 02 00:38:02 BRT 2021
1,1471,Thu Sep 02 00:38:02 BRT 2021,Thu Sep 02 00:38:03 BRT 2021
0,973,Thu Sep 02 00:38:03 BRT 2021,Thu Sep 02 00:38:04 BRT 2021
0,2045,Thu Sep 02 00:38:04 BRT 2021,Thu Sep 02 00:38:06 BRT 2021
0,844,Thu Sep 02 00:38:06 BRT 2021,Thu Sep 02 00:38:07 BRT 2021
0,596,Thu Sep 02 00:38:07 BRT 2021,Thu Sep 02 00:38:08 BRT 2021
0,535,Thu Sep 02 00:38:08 BRT 2021,Thu Sep 02 00:38:08 BRT 2021
0,622,Thu Sep 02 00:38:08 BRT 2021,Thu Sep 02 00:38:09 BRT 2021
0,856,Thu Sep 02 00:38:09 BRT 2021,Thu Sep 02 00:38:10 BRT 2021
0,723,Thu Sep 02 00:38:10 BRT 2021,Thu Sep 02 00:38:10 BRT 2021
0,845,Thu Sep 02 00:38:10 BRT 2021,Thu Sep 02 00:38:11 BRT 2021
0,601,Thu Sep 02 00:38:11 BRT 2021,Thu Sep 02 00:38:12 BRT 2021
0,1263,Thu Sep 02 00:38:12 BRT 2021,Thu Sep 02 00:38:13 BRT 2021
0,588,Thu Sep 02 00:38:13 BRT 2021,Thu Sep 02 00:38:14 BRT 2021
0,2001,Thu Sep 02 00:38:14 BRT 2021,Thu Sep 02 00:38:16 BRT 2021
0,1092,Thu Sep 02 00:38:16 BRT 2021,Thu Sep 02 00:38:17 BRT 2021
1,774,Thu Sep 02 00:38:17 BRT 2021,Thu Sep 02 00:38:18 BRT 2021
0,1030,Thu Sep 02 00:38:18 BRT 2021,Thu Sep 02 00:38:19 BRT 2021
0,753,Thu Sep 02 00:38:19 BRT 2021,Thu Sep 02 00:38:19 BRT 2021
0,1239,Thu Sep 02 00:38:19 BRT 2021,Thu Sep 02 00:38:21 BRT 2021
0,551,Thu Sep 02 00:38:21 BRT 2021,Thu Sep 02 00:38:21 BRT 2021
0,708,Thu Sep 02 00:38:21 BRT 2021,Thu Sep 02 00:38:22 BRT 2021
0,727,Thu Sep 02 00:38:22 BRT 2021,Thu Sep 02 00:38:23 BRT 2021
0,1002,Thu Sep 02 00:38:23 BRT 2021,Thu Sep 02 00:38:24 BRT 2021
0,1011,Thu Sep 02 00:38:24 BRT 2021,Thu Sep 02 00:38:25 BRT 2021
0,1929,Thu Sep 02 00:38:25 BRT 2021,Thu Sep 02 00:38:27 BRT 2021
0,567,Thu Sep 02 00:38:27 BRT 2021,Thu Sep 02 00:38:27 BRT 2021
0,568,Thu Sep 02 00:38:27 BRT 2021,Thu Sep 02 00:38:28 BRT 2021
0,798,Thu Sep 02 00:38:28 BRT 2021,Thu Sep 02 00:38:28 BRT 2021
0,1118,Thu Sep 02 00:38:28 BRT 2021,Thu Sep 02 00:38:30 BRT 2021
0,1209,Thu Sep 02 00:38:30 BRT 2021,Thu Sep 02 00:38:31 BRT 2021
0,487,Thu Sep 02 00:38:31 BRT 2021,Thu Sep 02 00:38:31 BRT 2021
1,1070,Thu Sep 02 00:38:31 BRT 2021,Thu Sep 02 00:38:32 BRT 2021
0,1075,Thu Sep 02 00:38:32 BRT 2021,Thu Sep 02 00:38:33 BRT 2021
0,1044,Thu Sep 02 00:38:33 BRT 2021,Thu Sep 02 00:38:34 BRT 2021
0,1066,Thu Sep 02 00:38:34 BRT 2021,Thu Sep 02 00:38:36 BRT 2021
0,1161,Thu Sep 02 00:38:36 BRT 2021,Thu Sep 02 00:38:37 BRT 2021
0,674,Thu Sep 02 00:38:37 BRT 2021,Thu Sep 02 00:38:37 BRT 2021
0,861,Thu Sep 02 00:38:37 BRT 2021,Thu Sep 02 00:38:38 BRT 2021
0,552,Thu Sep 02 00:38:38 BRT 2021,Thu Sep 02 00:38:39 BRT 2021
1,755,Thu Sep 02 00:38:39 BRT 2021,Thu Sep 02 00:38:40 BRT 2021
0,492,Thu Sep 02 00:38:40 BRT 2021,Thu Sep 02 00:38:40 BRT 2021
1,795,Thu Sep 02 00:38:40 BRT 2021,Thu Sep 02 00:38:41 BRT 2021
0,1051,Thu Sep 02 00:38:41 BRT 2021,Thu Sep 02 00:38:42 BRT 2021
0,481,Thu Sep 02 00:38:42 BRT 2021,Thu Sep 02 00:38:42 BRT 2021
0,999,Thu Sep 02 00:38:42 BRT 2021,Thu Sep 02 00:38:43 BRT 2021
0,493,Thu Sep 02 00:38:43 BRT 2021,Thu Sep 02 00:38:44 BRT 2021
0,1112,Thu Sep 02 00:38:44 BRT 2021,Thu Sep 02 00:38:45 BRT 2021
0,692,Thu Sep 02 00:38:45 BRT 2021,Thu Sep 02 00:38:46 BRT 2021
0,1079,Thu Sep 02 00:38:46 BRT 2021,Thu Sep 02 00:38:47 BRT 2021
0,1039,Thu Sep 02 00:38:47 BRT 2021,Thu Sep 02 00:38:48 BRT 2021
1,866,Thu Sep 02 00:38:48 BRT 2021,Thu Sep 02 00:38:49 BRT 2021
1,1422,Thu Sep 02 00:38:49 BRT 2021,Thu Sep 02 00:38:50 BRT 2021
0,529,Thu Sep 02 00:38:50 BRT 2021,Thu Sep 02 00:38:51 BRT 2021
1,1451,Thu Sep 02 00:38:51 BRT 2021,Thu Sep 02 00:38:52 BRT 2021
0,511,Thu Sep 02 00:38:52 BRT 2021,Thu Sep 02 00:38:53 BRT 2021
0,1146,Thu Sep 02 00:38:53 BRT 2021,Thu Sep 02 00:38:54 BRT 2021
0,1117,Thu Sep 02 00:38:54 BRT 2021,Thu Sep 02 00:38:55 BRT 2021
0,1457,Thu Sep 02 00:38:55 BRT 2021,Thu Sep 02 00:38:56 BRT 2021
0,499,Thu Sep 02 00:38:56 BRT 2021,Thu Sep 02 00:38:57 BRT 2021
0,892,Thu Sep 02 00:38:57 BRT 2021,Thu Sep 02 00:38:58 BRT 2021
0,1283,Thu Sep 02 00:38:58 BRT 2021,Thu Sep 02 00:38:59 BRT 2021
0,973,Thu Sep 02 00:38:59 BRT 2021,Thu Sep 02 00:39:00 BRT 2021
0,968,Thu Sep 02 00:39:00 BRT 2021,Thu Sep 02 00:39:01 BRT 2021
0,525,Thu Sep 02 00:39:01 BRT 2021,Thu Sep 02 00:39:01 BRT 2021
0,1023,Thu Sep 02 00:39:01 BRT 2021,Thu Sep 02 00:39:02 BRT 2021
-1,2020,Thu Sep 02 00:39:02 BRT 2021,Thu Sep 02 00:39:04 BRT 2021
0,1182,Thu Sep 02 00:39:04 BRT 2021,Thu Sep 02 00:39:06 BRT 2021
1,1145,Thu Sep 02 00:39:06 BRT 2021,Thu Sep 02 00:39:07 BRT 2021
0,502,Thu Sep 02 00:39:07 BRT 2021,Thu Sep 02 00:39:07 BRT 2021
0,1084,Thu Sep 02 00:39:07 BRT 2021,Thu Sep 02 00:39:08 BRT 2021
0,1275,Thu Sep 02 00:39:08 BRT 2021,Thu Sep 02 00:39:10 BRT 2021
1,1238,Thu Sep 02 00:39:10 BRT 2021,Thu Sep 02 00:39:11 BRT 2021
0,878,Thu Sep 02 00:39:11 BRT 2021,Thu Sep 02 00:39:12 BRT 2021
0,1835,Thu Sep 02 00:39:12 BRT 2021,Thu Sep 02 00:39:14 BRT 2021
1,986,Thu Sep 02 00:39:14 BRT 2021,Thu Sep 02 00:39:15 BRT 2021
0,2080,Thu Sep 02 00:39:15 BRT 2021,Thu Sep 02 00:39:17 BRT 2021
0,1198,Thu Sep 02 00:39:17 BRT 2021,Thu Sep 02 00:39:18 BRT 2021
0,1083,Thu Sep 02 00:39:18 BRT 2021,Thu Sep 02 00:39:19 BRT 2021
0,1377,Thu Sep 02 00:39:19 BRT 2021,Thu Sep 02 00:39:20 BRT 2021
1,1147,Thu Sep 02 00:39:20 BRT 2021,Thu Sep 02 00:39:21 BRT 2021
0,827,Thu Sep 02 00:39:21 BRT 2021,Thu Sep 02 00:39:22 BRT 2021
0,1534,Thu Sep 02 00:39:22 BRT 2021,Thu Sep 02 00:39:24 BRT 2021
0,798,Thu Sep 02 00:39:24 BRT 2021,Thu Sep 02 00:39:25 BRT 2021
0,1649,Thu Sep 02 00:39:25 BRT 2021,Thu Sep 02 00:39:26 BRT 2021
0,1029,Thu Sep 02 00:39:26 BRT 2021,Thu Sep 02 00:39:27 BRT 2021
0,1096,Thu Sep 02 00:39:27 BRT 2021,Thu Sep 02 00:39:28 BRT 2021
0,951,Thu Sep 02 00:39:28 BRT 2021,Thu Sep 02 00:39:29 BRT 2021
1,1424,Thu Sep 02 00:39:29 BRT 2021,Thu Sep 02 00:39:31 BRT 2021
0,1062,Thu Sep 02 00:39:31 BRT 2021,Thu Sep 02 00:39:32 BRT 2021
0,1043,Thu Sep 02 00:39:32 BRT 2021,Thu Sep 02 00:39:33 BRT 2021
0,1016,Thu Sep 02 00:39:33 BRT 2021,Thu Sep 02 00:39:34 BRT 2021
1,1145,Thu Sep 02 00:39:34 BRT 2021,Thu Sep 02 00:39:35 BRT 2021
1,769,Thu Sep 02 00:39:35 BRT 2021,Thu Sep 02 00:39:36 BRT 2021
0,484,Thu Sep 02 00:39:36 BRT 2021,Thu Sep 02 00:39:36 BRT 2021
1,1228,Thu Sep 02 00:39:36 BRT 2021,Thu Sep 02 00:39:38 BRT 2021
0,1498,Thu Sep 02 00:39:38 BRT 2021,Thu Sep 02 00:39:39 BRT 2021
0,682,Thu Sep 02 00:39:39 BRT 2021,Thu Sep 02 00:39:40 BRT 2021
1,1599,Thu Sep 02 00:39:40 BRT 2021,Thu Sep 02 00:39:41 BRT 2021
0,471,Thu Sep 02 00:39:41 BRT 2021,Thu Sep 02 00:39:42 BRT 2021
1,983,Thu Sep 02 00:39:42 BRT 2021,Thu Sep 02 00:39:43 BRT 2021
0,1367,Thu Sep 02 00:39:43 BRT 2021,Thu Sep 02 00:39:44 BRT 2021
0,1170,Thu Sep 02 00:39:44 BRT 2021,Thu Sep 02 00:39:45 BRT 2021
0,1121,Thu Sep 02 00:39:45 BRT 2021,Thu Sep 02 00:39:46 BRT 2021
0,1273,Thu Sep 02 00:39:46 BRT 2021,Thu Sep 02 00:39:48 BRT 2021
1,1153,Thu Sep 02 00:39:48 BRT 2021,Thu Sep 02 00:39:49 BRT 2021
0,1092,Thu Sep 02 00:39:49 BRT 2021,Thu Sep 02 00:39:50 BRT 2021
1,1048,Thu Sep 02 00:39:50 BRT 2021,Thu Sep 02 00:39:51 BRT 2021
0,944,Thu Sep 02 00:39:51 BRT 2021,Thu Sep 02 00:39:52 BRT 2021
0,1183,Thu Sep 02 00:39:52 BRT 2021,Thu Sep 02 00:39:53 BRT 2021
0,505,Thu Sep 02 00:39:53 BRT 2021,Thu Sep 02 00:39:54 BRT 2021
0,1094,Thu Sep 02 00:39:54 BRT 2021,Thu Sep 02 00:39:55 BRT 2021
0,1297,Thu Sep 02 00:39:55 BRT 2021,Thu Sep 02 00:39:56 BRT 2021
0,1110,Thu Sep 02 00:39:56 BRT 2021,Thu Sep 02 00:39:57 BRT 2021
