#result,duration(ms),initial_time,final_time
0,2731,Thu Sep 02 01:49:50 BRT 2021,Thu Sep 02 01:49:53 BRT 2021
0,2867,Thu Sep 02 01:49:53 BRT 2021,Thu Sep 02 01:49:56 BRT 2021
0,1085,Thu Sep 02 01:49:56 BRT 2021,Thu Sep 02 01:49:57 BRT 2021
0,985,Thu Sep 02 01:49:57 BRT 2021,Thu Sep 02 01:49:58 BRT 2021
0,760,Thu Sep 02 01:49:58 BRT 2021,Thu Sep 02 01:49:59 BRT 2021
0,768,Thu Sep 02 01:49:59 BRT 2021,Thu Sep 02 01:49:59 BRT 2021
0,1035,Thu Sep 02 01:49:59 BRT 2021,Thu Sep 02 01:50:00 BRT 2021
0,645,Thu Sep 02 01:50:00 BRT 2021,Thu Sep 02 01:50:01 BRT 2021
0,727,Thu Sep 02 01:50:01 BRT 2021,Thu Sep 02 01:50:02 BRT 2021
0,661,Thu Sep 02 01:50:02 BRT 2021,Thu Sep 02 01:50:02 BRT 2021
0,1499,Thu Sep 02 01:50:02 BRT 2021,Thu Sep 02 01:50:04 BRT 2021
0,1162,Thu Sep 02 01:50:04 BRT 2021,Thu Sep 02 01:50:05 BRT 2021
0,1041,Thu Sep 02 01:50:05 BRT 2021,Thu Sep 02 01:50:06 BRT 2021
0,960,Thu Sep 02 01:50:06 BRT 2021,Thu Sep 02 01:50:07 BRT 2021
0,651,Thu Sep 02 01:50:07 BRT 2021,Thu Sep 02 01:50:08 BRT 2021
0,1089,Thu Sep 02 01:50:08 BRT 2021,Thu Sep 02 01:50:09 BRT 2021
0,1274,Thu Sep 02 01:50:09 BRT 2021,Thu Sep 02 01:50:10 BRT 2021
0,761,Thu Sep 02 01:50:10 BRT 2021,Thu Sep 02 01:50:11 BRT 2021
0,1048,Thu Sep 02 01:50:11 BRT 2021,Thu Sep 02 01:50:12 BRT 2021
0,1067,Thu Sep 02 01:50:12 BRT 2021,Thu Sep 02 01:50:13 BRT 2021
0,722,Thu Sep 02 01:50:13 BRT 2021,Thu Sep 02 01:50:14 BRT 2021
0,648,Thu Sep 02 01:50:14 BRT 2021,Thu Sep 02 01:50:14 BRT 2021
0,1063,Thu Sep 02 01:50:14 BRT 2021,Thu Sep 02 01:50:15 BRT 2021
0,1053,Thu Sep 02 01:50:15 BRT 2021,Thu Sep 02 01:50:16 BRT 2021
0,709,Thu Sep 02 01:50:16 BRT 2021,Thu Sep 02 01:50:17 BRT 2021
0,575,Thu Sep 02 01:50:17 BRT 2021,Thu Sep 02 01:50:18 BRT 2021
0,1312,Thu Sep 02 01:50:18 BRT 2021,Thu Sep 02 01:50:19 BRT 2021
0,573,Thu Sep 02 01:50:19 BRT 2021,Thu Sep 02 01:50:20 BRT 2021
